PMUN;PCAP;PTOT
5594;169;5763
313;6;319
157;2;159
237;5;242
488;1;489
446;9;455
333;6;339
56;1;57
321;10;331
333;6;339
379;4;383
167;2;169
192;3;195
1890;52;1942
530;9;539
470;11;481
465;2;467
170;5;175
1852;55;1907
492;9;501
883;24;907
359;2;361
245;12;257
1789;16;1805
318;40;358
372;4;376
579;8;587
495;4;499
141;1;142
3700;52;3752
192;4;196
260;5;265
1069;23;1092
558;41;599
155;4;159
446;5;451
353;7;360
468;8;476
310;8;318
1121;12;1133
730;160;890
1311;31;1342
362;6;368
123;6;129
237;2;239
425;9;434
330;11;341
167;4;171
513;7;520
762;13;775
565;19;584
384;9;393
701;11;712
441;6;447
961;18;979
164;7;171
357;1;358
178;4;182
267;7;274
413;8;421
1040;24;1064
7614;364;7978
193;6;199
23727;677;24404
657;16;673
232;3;235
831;14;845
659;18;677
48;0;48
348;16;364
311;1;312
863;19;882
161;6;167
1296;32;1328
314;15;329
281;6;287
932;17;949
330;17;347
559;13;572
119;3;122
728;5;733
12910;287;13197
2390;56;2446
139;4;143
316;3;319
747;90;837
1825;47;1872
2697;103;2800
206;2;208
72;1;73
325;8;333
3653;63;3716
1549;25;1574
668;7;675
6090;87;6177
131;6;137
1501;16;1517
208;4;212
1581;30;1611
1139;31;1170
1376;26;1402
1722;60;1782
107;2;109
246;0;246
1224;20;1244
260;5;265
318;7;325
275;8;283
390;111;501
339;4;343
799;32;831
888;12;900
979;23;1002
847;20;867
334;5;339
112;5;117
1671;31;1702
324;9;333
276;2;278
224;6;230
485;9;494
724;15;739
742;14;756
244;5;249
267;6;273
4846;100;4946
752;15;767
250;3;253
504;11;515
560;9;569
1699;46;1745
592;9;601
358;4;362
1823;28;1851
263;5;268
3311;36;3347
899;15;914
2007;51;2058
108;5;113
90;2;92
433;10;443
3715;109;3824
688;3;691
413;0;413
343;1;344
256;4;260
1016;181;1197
194;3;197
176;3;179
184;4;188
300;4;304
254;3;257
306;5;311
634;14;648
711;9;720
38534;1164;39698
327;8;335
239;4;243
13096;336;13432
2596;32;2628
104;3;107
145;3;148
232;6;238
1670;27;1697
275;6;281
1226;18;1244
1841;49;1890
1106;22;1128
447;6;453
722;9;731
5618;124;5742
898;28;926
555;6;561
406;11;417
363;9;372
232;8;240
318;5;323
4078;118;4196
358;13;371
1343;32;1375
136;0;136
2831;61;2892
267;9;276
427;15;442
153;2;155
455;2;457
108;0;108
1504;23;1527
451;8;459
738;20;758
200;4;204
1259;27;1286
432;5;437
758;19;777
996;13;1009
659;16;675
30646;519;31165
1222;57;1279
166;5;171
838;17;855
191;2;193
5634;67;5701
317;11;328
184;2;186
245;3;248
212;7;219
855;12;867
600;10;610
368;11;379
621;18;639
176;5;181
208;7;215
1696;33;1729
205;2;207
900;16;916
121;4;125
1070;27;1097
341;4;345
834;8;842
502;7;509
305;5;310
213;3;216
735;10;745
253;2;255
386;6;392
3693;57;3750
223;7;230
281;6;287
921;22;943
797;15;812
1494;34;1528
169;4;173
679;13;692
666;12;678
313;6;319
501;13;514
315;2;317
690;3;693
342;4;346
1302;22;1324
656;13;669
947;16;963
178;4;182
458;12;470
2682;57;2739
316;3;319
135;3;138
411;16;427
748;22;770
3266;50;3316
148;3;151
801;31;832
2571;50;2621
422;5;427
1961;41;2002
325;6;331
638;7;645
679;12;691
230;4;234
382;14;396
5686;160;5846
220;2;222
578;7;585
196;8;204
665;10;675
3329;81;3410
253;6;259
203;1;204
180;2;182
15403;215;15618
389;10;399
6689;320;7009
140;8;148
385;6;391
1542;22;1564
649;11;660
906;16;922
4457;82;4539
11127;258;11385
383;7;390
178;3;181
592;30;622
1152;26;1178
461;11;472
369;3;372
2181;60;2241
207;4;211
983;25;1008
513;8;521
98;3;101
214;6;220
360;9;369
530;9;539
568;15;583
329;6;335
614;18;632
1061;27;1088
189;3;192
1067;84;1151
795;13;808
170;0;170
449;14;463
87;2;89
330;5;335
99;5;104
599;12;611
252;7;259
139;5;144
252;2;254
508;5;513
17;2;19
1899;41;1940
223;4;227
140;4;144
159;3;162
139;2;141
242;6;248
659;15;674
208;8;216
306;13;319
1480;34;1514
3981;65;4046
9491;450;9941
518;9;527
431;11;442
289;5;294
277;9;286
349;9;358
622;15;637
1012;15;1027
220;6;226
287;9;296
526;16;542
734;16;750
1197;28;1225
524;13;537
269;4;273
2756;57;2813
171;6;177
154;6;160
444;6;450
1099;319;1418
101;3;104
433;6;439
299;5;304
204;6;210
259;11;270
1071;16;1087
264;6;270
130;2;132
194;1;195
116;8;124
22;1;23
126;3;129
564;5;569
373;13;386
838;14;852
498;9;507
285;1;286
886;23;909
1055;27;1082
360;2;362
189;2;191
159;2;161
1375;32;1407
973;19;992
1090;21;1111
140;3;143
2195;54;2249
853;24;877
107;1;108
2817;67;2884
355;11;366
249;5;254
263;5;268
444;11;455
264;10;274
57;3;60
933;29;962
4019;71;4090
257;8;265
934;21;955
408;8;416
1569;41;1610
403;5;408
419;69;488
296;9;305
1059;30;1089
2072;67;2139
4041;46;4087
920;17;937
503;12;515
1024;13;1037
766;13;779
409;9;418
320;3;323
330;6;336
197;3;200
758;10;768
505;11;516
1101;20;1121
568;12;580
3032;47;3079
538;3;541
369;6;375
1761;44;1805
524;11;535
467;10;477
1998;171;2169
889;15;904
706;6;712
452;34;486
1245;21;1266
982;11;993
1044;32;1076
341;8;349
312;6;318
2595;32;2627
164;2;166
2243;66;2309
1422;28;1450
433;14;447
310;4;314
407;13;420
1167;22;1189
194;8;202
454;8;462
770;21;791
12472;150;12622
1070;21;1091
1247;19;1266
295;8;303
121;3;124
455;15;470
303;4;307
172;2;174
65;5;70
1688;31;1719
1335;28;1363
163;5;168
344;8;352
275;5;280
3914;61;3975
598;14;612
1616;39;1655
575;11;586
498;9;507
998;19;1017
1376;33;1409
3692;66;3758
5668;157;5825
1239;31;1270
3616;63;3679
892;31;923
1000;21;1021
1645;34;1679
3530;86;3616
188;2;190
218;6;224
430;9;439
3553;63;3616
1028;11;1039
861;27;888
438;5;443
139926;2629;142555
5675;114;5789
1912;49;1961
2466;55;2521
3189;103;3292
7155;613;7768
1538;45;1583
5164;422;5586
3650;100;3750
921;20;941
1145;18;1163
3683;115;3798
4528;114;4642
2080;50;2130
524;10;534
658;6;664
1114;19;1133
608;7;615
4187;125;4312
998;26;1024
19816;856;20672
2750;76;2826
1890;31;1921
7386;219;7605
1817;46;1863
1967;39;2006
2215;66;2281
14000;365;14365
1877;35;1912
2251;43;2294
3320;141;3461
8434;203;8637
1744;41;1785
642;15;657
3215;78;3293
1947;31;1978
3438;122;3560
9864;484;10348
1050;32;1082
2786;79;2865
6215;135;6350
1098;35;1133
433;7;440
447;4;451
908;15;923
1828;30;1858
1298;41;1339
2502;52;2554
8061;160;8221
526;10;536
783;3;786
2681;48;2729
939;34;973
1008;17;1025
15050;357;15407
4550;65;4615
1991;47;2038
2036;47;2083
1267;43;1310
2232;69;2301
1406;27;1433
452;13;465
260;2;262
160;6;166
733;18;751
1453;22;1475
725;16;741
857;23;880
782;25;807
2097;39;2136
1422;31;1453
665;14;679
1495;26;1521
2028;52;2080
2145;53;2198
821;22;843
414;12;426
3576;112;3688
959;12;971
15918;614;16532
345;6;351
9151;320;9471
1850;41;1891
884;13;897
1479;40;1519
1486;36;1522
861;14;875
1314;25;1339
957;18;975
2362;39;2401
351;7;358
290;4;294
154;2;156
5672;118;5790
1460;37;1497
1970;65;2035
676;16;692
784;20;804
7322;229;7551
826;17;843
207;6;213
406;6;412
5092;131;5223
474;14;488
795;31;826
1513;43;1556
795;26;821
4013;107;4120
1158;23;1181
2133;53;2186
874;141;1015
3910;86;3996
348;4;352
460;4;464
968;21;989
759;9;768
873;28;901
3408;50;3458
3242;79;3321
943;30;973
6742;133;6875
14845;457;15302
701;15;716
2686;52;2738
833;19;852
2049;43;2092
5149;100;5249
844;17;861
8515;164;8679
3188;82;3270
3640;265;3905
3184;77;3261
3568;84;3652
507;19;526
1985;44;2029
1230;20;1250
3178;76;3254
4191;163;4354
3828;75;3903
2245;68;2313
2471;55;2526
6223;187;6410
2108;51;2159
1784;44;1828
3854;91;3945
6312;128;6440
3737;117;3854
913;22;935
2944;71;3015
1063;22;1085
714;9;723
2535;57;2592
3497;93;3590
1610;61;1671
791;28;819
2737;124;2861
13161;365;13526
4183;105;4288
3454;94;3548
1761;45;1806
1430;29;1459
6640;130;6770
2166;42;2208
3951;109;4060
1838;46;1884
5086;171;5257
2119;38;2157
1279;36;1315
2084;35;2119
1174;26;1200
2294;96;2390
4517;291;4808
1245;29;1274
3832;104;3936
2862;72;2934
659;18;677
13496;245;13741
1760;40;1800
681;26;707
2948;74;3022
4179;103;4282
2821;58;2879
1567;31;1598
8369;395;8764
1779;53;1832
398;7;405
1213;26;1239
2165;45;2210
1507;96;1603
1480;32;1512
657;16;673
1114;34;1148
1689;33;1722
63283;2478;65761
12220;458;12678
2917;62;2979
11717;234;11951
4180;118;4298
1814;44;1858
836;29;865
3489;85;3574
959;26;985
7614;162;7776
456;10;466
821;13;834
1557;21;1578
212;5;217
3503;113;3616
846;8;854
712;10;722
755;17;772
655;12;667
933;25;958
4621;146;4767
926;20;946
760;20;780
2069;62;2131
6709;244;6953
8163;195;8358
211;3;214
786;10;796
1117;17;1134
777;11;788
1044;31;1075
3044;78;3122
720;18;738
1899;36;1935
1038;15;1053
1646;35;1681
893;32;925
3249;68;3317
2393;77;2470
5295;111;5406
736;20;756
1196;29;1225
2289;78;2367
1758;43;1801
2898;77;2975
2098;60;2158
997;27;1024
360;10;370
2406;99;2505
521;7;528
242;9;251
973;21;994
611;7;618
114;6;120
684;15;699
957;18;975
316;6;322
7064;224;7288
648;14;662
532;22;554
1347;40;1387
2321;44;2365
575;11;586
333;3;336
1597;51;1648
392;2;394
3639;136;3775
3229;57;3286
71361;867;72228
3456;69;3525
1771;26;1797
53;2;55
72;1;73
1813;37;1850
160;2;162
55;0;55
77;1;78
80;0;80
187;1;188
187;3;190
54;0;54
145;6;151
520;6;526
4124;109;4233
161;2;163
50;1;51
374;7;381
3192;55;3247
499;5;504
105;5;110
71;1;72
112;1;113
381;9;390
32;2;34
1297;22;1319
58;0;58
389;6;395
214;5;219
1493;37;1530
133;0;133
679;18;697
171;1;172
1145;20;1165
71;2;73
713;9;722
276;0;276
68;0;68
2017;33;2050
1295;36;1331
214;5;219
1466;29;1495
150;7;157
81;0;81
205;5;210
137;3;140
89;2;91
94;0;94
43;1;44
3402;55;3457
160;2;162
148;1;149
151;3;154
1838;31;1869
127;1;128
669;13;682
103;3;106
52;1;53
107;6;113
29;1;30
257;2;259
549;15;564
100;3;103
629;17;646
221;1;222
1218;30;1248
121;3;124
51;1;52
99;0;99
539;11;550
143;3;146
97;0;97
96;1;97
2015;33;2048
563;17;580
468;9;477
910;7;917
1859;19;1878
280;3;283
113;0;113
11132;180;11312
3699;40;3739
51;0;51
200;4;204
60;4;64
62;1;63
49;3;52
89;4;93
80;0;80
1392;32;1424
344;3;347
3289;52;3341
3248;124;3372
489;12;501
83;3;86
122;0;122
148;4;152
374;5;379
76;0;76
1401;24;1425
116;0;116
1088;21;1109
383;7;390
102;0;102
404;9;413
95;0;95
402;7;409
399;4;403
122;0;122
501;2;503
61;0;61
512;11;523
598;4;602
889;14;903
846;18;864
389;5;394
50;3;53
54;1;55
225;2;227
129;5;134
2759;35;2794
62;0;62
240;4;244
25;0;25
29;2;31
206;3;209
2185;26;2211
354;6;360
50;0;50
25;0;25
25;0;25
551;0;551
598;15;613
115;2;117
84;2;86
294;3;297
132;4;136
48503;695;49198
671;9;680
88;0;88
7810;126;7936
225;2;227
8832;141;8973
1624;40;1664
66;0;66
155;3;158
272;3;275
2461;29;2490
5774;82;5856
73;0;73
20;0;20
19;2;21
188;4;192
121;1;122
317;10;327
318;1;319
108;1;109
30;1;31
34;0;34
26;0;26
105;1;106
54;1;55
107;0;107
404;6;410
70;2;72
696;5;701
28;1;29
490;1;491
142;1;143
42;0;42
40;1;41
159;2;161
234;1;235
189;1;190
2199;26;2225
209;5;214
895;32;927
128;3;131
7485;117;7602
55;1;56
80;3;83
77;0;77
116;0;116
12;0;12
155;1;156
235;2;237
70;1;71
51;0;51
232;4;236
56;1;57
28;1;29
5608;127;5735
361;5;366
57;0;57
4219;55;4274
210;6;216
54;0;54
69;0;69
3163;72;3235
307;2;309
146;2;148
23;0;23
149;2;151
102;0;102
1104;8;1112
209;6;215
113;2;115
6007;51;6058
82;1;83
1260;38;1298
848;9;857
117;2;119
47;0;47
23;0;23
29;0;29
81;1;82
65;0;65
703;11;714
23;0;23
332;6;338
632;5;637
425;14;439
1972;42;2014
981;10;991
109;2;111
34;1;35
577;7;584
253;3;256
108;2;110
73;2;75
59;2;61
75;2;77
64;0;64
78;1;79
256;2;258
94;2;96
89;1;90
1781;14;1795
133;1;134
533;9;542
183;5;188
151;1;152
601;3;604
26;0;26
124;1;125
184;5;189
197;1;198
23;0;23
876;12;888
37;0;37
3370;40;3410
108;0;108
117;0;117
63;0;63
22;0;22
19;0;19
41;3;44
98;3;101
82;1;83
133;3;136
16;0;16
38;0;38
502;3;505
654;11;665
100;2;102
59;1;60
34;1;35
350;0;350
109;5;114
105;6;111
167;2;169
18;0;18
84;0;84
181;3;184
210;8;218
214;11;225
31;1;32
697;13;710
42;0;42
42;0;42
42;1;43
191;1;192
42;1;43
150;0;150
3667;40;3707
183;2;185
42;0;42
26;0;26
158;0;158
156;3;159
538;11;549
69;5;74
62;1;63
360;6;366
45;3;48
44;5;49
93;1;94
71;2;73
337;3;340
114;0;114
1157;9;1166
722;13;735
873;8;881
142;0;142
117;0;117
285;4;289
34;1;35
71;2;73
210;2;212
134;5;139
57;0;57
1681;19;1700
105;1;106
57;1;58
91;2;93
755;6;761
143;0;143
2913;42;2955
119;0;119
1490;29;1519
1888;86;1974
781;11;792
2027;22;2049
346;1;347
281;5;286
990;15;1005
60;0;60
583;12;595
796;7;803
282;2;284
16;0;16
188;3;191
96;0;96
110;1;111
231;3;234
138;3;141
107;1;108
353;7;360
128;0;128
29;0;29
28;0;28
123;0;123
713;17;730
2512;46;2558
1795;14;1809
42;2;44
2851;32;2883
266;0;266
195;4;199
209;5;214
3328;87;3415
428;5;433
358;7;365
144;1;145
289;5;294
34;0;34
104;2;106
102;2;104
518;13;531
777;15;792
8560;80;8640
3338;62;3400
215;3;218
5717;53;5770
41837;615;42452
953;17;970
172;3;175
3327;41;3368
8476;205;8681
4219;76;4295
456;21;477
1022;27;1049
152;5;157
288;10;298
210;2;212
514;13;527
2895;60;2955
2363;43;2406
321;4;325
179;7;186
787;16;803
456;7;463
230;3;233
1075;33;1108
2556;59;2615
18091;358;18449
1620;26;1646
368;4;372
200;2;202
15906;139;16045
5104;55;5159
7353;85;7438
239;1;240
3421;27;3448
2835;34;2869
328;11;339
2304;31;2335
129;2;131
1237;21;1258
2552;44;2596
581;11;592
90;0;90
390;4;394
981;14;995
6272;135;6407
175;3;178
374;17;391
170;1;171
1338;30;1368
643;18;661
787;12;799
301;4;305
671;12;683
331;7;338
1698;29;1727
212;10;222
2418;28;2446
4150;81;4231
2363;27;2390
5898;99;5997
122;2;124
466;4;470
533;12;545
412;6;418
900;22;922
504;12;516
750;24;774
395;2;397
465;10;475
1672;87;1759
24;0;24
4308;112;4420
854;29;883
1715;34;1749
261;6;267
876;5;881
964;29;993
4209;96;4305
2418;38;2456
618;11;629
1065;15;1080
634;10;644
228;6;234
635;15;650
1756;31;1787
262;4;266
1667;34;1701
1692;49;1741
95;2;97
146;1;147
587;12;599
949;21;970
279;5;284
435;4;439
241;8;249
700;9;709
651;16;667
543;9;552
939;11;950
743;18;761
139;5;144
728;17;745
601;12;613
157;5;162
466;7;473
379;9;388
438;9;447
1593;15;1608
237;3;240
685;10;695
252;8;260
1077;12;1089
2796;56;2852
157;5;162
1084;15;1099
250;4;254
705;13;718
3632;102;3734
214;2;216
4940;50;4990
731;18;749
1079;26;1105
4071;68;4139
694;20;714
826;20;846
1106;33;1139
4998;96;5094
8419;73;8492
309;4;313
3850;39;3889
1129;17;1146
137;3;140
2222;55;2277
350;23;373
1106;11;1117
6331;118;6449
1133;22;1155
213;5;218
462;9;471
1620;25;1645
1481;24;1505
1512;27;1539
323;7;330
927;20;947
264;6;270
503;7;510
2044;34;2078
125;0;125
399;7;406
6943;97;7040
8656;164;8820
432;9;441
741;5;746
261;4;265
201;6;207
667;15;682
170;6;176
716;14;730
1195;35;1230
2503;151;2654
794;16;810
619;17;636
5721;134;5855
924;31;955
1219;12;1231
758;8;766
1725;32;1757
1403;37;1440
194;1;195
195;3;198
656;10;666
1521;38;1559
3163;52;3215
578;9;587
458;5;463
1367;22;1389
665;4;669
1523;12;1535
1431;19;1450
1921;51;1972
305;8;313
710;13;723
148561;2225;150786
1186;28;1214
429;12;441
694;6;700
280;2;282
34;3;37
454;11;465
273;8;281
259;6;265
55;1;56
957;14;971
369;6;375
10369;192;10561
334;8;342
363;5;368
249;4;253
4131;121;4252
733;6;739
45;0;45
3921;131;4052
3299;33;3332
4097;58;4155
2259;43;2302
20;0;20
2113;48;2161
391;3;394
823;15;838
7629;185;7814
257;3;260
106;2;108
260;6;266
5545;66;5611
179;7;186
4251;114;4365
607;15;622
1628;53;1681
1242;26;1268
3351;40;3391
1722;33;1755
599;9;608
589;9;598
364;11;375
435;14;449
656;10;666
284;7;291
853;12;865
117;3;120
651;12;663
62;0;62
594;3;597
386;4;390
1915;30;1945
162;2;164
7055;182;7237
359;6;365
804;14;818
109;7;116
288;9;297
462;4;466
1070;13;1083
405;12;417
548;12;560
227;7;234
1169;16;1185
1997;39;2036
3052;32;3084
761;16;777
1999;27;2026
13931;108;14039
4503;79;4582
1080;22;1102
233;4;237
255;12;267
3804;138;3942
170;1;171
241;2;243
852;11;863
524;11;535
626;15;641
2437;171;2608
1517;39;1556
721;15;736
143;6;149
1442;27;1469
3401;62;3463
315;5;320
3536;45;3581
500;9;509
3000;68;3068
658;11;669
360;11;371
1652;23;1675
861;17;878
183;3;186
4497;62;4559
754;8;762
770;18;788
657;11;668
1262;19;1281
86;2;88
1830;59;1889
291;5;296
454;10;464
349;5;354
5275;128;5403
3064;63;3127
151;14;165
224;11;235
503;19;522
1097;48;1145
538;12;550
310;4;314
2135;46;2181
839;21;860
189;3;192
3571;39;3610
554;8;562
2600;26;2626
774;51;825
337;1;338
281;6;287
1903;22;1925
2061;47;2108
758;7;765
235;4;239
2119;39;2158
241;7;248
1765;16;1781
208;4;212
618;23;641
159;2;161
5050;63;5113
267;6;273
122;2;124
877;15;892
1388;34;1422
2029;37;2066
56;2;58
1039;19;1058
438;16;454
935;25;960
1806;50;1856
113;1;114
4424;43;4467
8387;329;8716
134;4;138
1388;20;1408
422;6;428
142;4;146
1415;21;1436
591;11;602
11492;118;11610
1270;42;1312
604;8;612
5308;76;5384
343;1;344
1794;33;1827
1379;21;1400
1816;102;1918
546;3;549
3772;118;3890
12216;401;12617
1791;35;1826
67;1;68
200;4;204
1029;21;1050
2851;172;3023
122;3;125
241;6;247
1272;29;1301
2679;50;2729
293;8;301
221;6;227
64;0;64
253;4;257
186;3;189
99;3;102
268;6;274
99;2;101
358;11;369
81;4;85
22;1;23
101;2;103
227;4;231
32;1;33
874;72;946
128;5;133
8968;94;9062
310;5;315
421;5;426
921;15;936
1055;21;1076
200;5;205
1243;70;1313
335;6;341
78;1;79
590;20;610
7209;80;7289
9923;95;10018
231;9;240
4088;247;4335
1578;48;1626
1602;12;1614
664;11;675
81;2;83
35;1;36
113;2;115
2285;143;2428
140;6;146
16625;287;16912
496;10;506
12;0;12
92;1;93
3395;58;3453
579;14;593
643;9;652
467;5;472
1587;32;1619
1340;28;1368
184;1;185
173;3;176
6973;83;7056
1505;51;1556
128;1;129
114;6;120
111;5;116
191;12;203
107;4;111
166;2;168
27;0;27
3034;59;3093
4127;62;4189
42;0;42
27;0;27
25525;489;26014
451;8;459
441;3;444
68;2;70
659;21;680
289;7;296
1225;22;1247
471;12;483
593;15;608
147;2;149
4723;89;4812
1648;34;1682
5;0;5
1111;21;1132
233;2;235
1061;24;1085
249;3;252
88;4;92
323;2;325
2862;95;2957
679;6;685
374;5;379
5947;105;6052
120;0;120
957;11;968
2870;51;2921
128;1;129
180;1;181
462;12;474
1089;19;1108
399;4;403
2371;31;2402
467;4;471
220;3;223
59;0;59
677;13;690
228;5;233
2544;47;2591
5791;111;5902
269;2;271
467;3;470
644;13;657
279;4;283
190;5;195
14213;249;14462
241;3;244
59;1;60
10682;117;10799
4359;99;4458
6579;103;6682
208;5;213
718;18;736
63;1;64
113;2;115
74;1;75
387;9;396
36;0;36
396;10;406
4;1;5
850;22;872
17;4;21
84;3;87
70;1;71
64;1;65
99;4;103
83;0;83
4799;72;4871
2171;26;2197
155;0;155
250;6;256
195;4;199
177;7;184
218;2;220
239;7;246
277;8;285
730;12;742
2914;65;2979
14;0;14
658;12;670
507;17;524
39968;561;40529
7372;106;7478
859;23;882
94;5;99
416;12;428
231;2;233
358;12;370
19344;253;19597
178;7;185
472;5;477
2432;28;2460
1236;22;1258
1080;86;1166
2649;65;2714
202;6;208
6349;98;6447
279;4;283
700;14;714
130;0;130
6967;162;7129
246;10;256
302;9;311
47;1;48
266;3;269
538;4;542
608;10;618
191;5;196
136;2;138
200;3;203
322;20;342
139;6;145
2089;28;2117
5307;59;5366
317;9;326
2056;38;2094
117;1;118
3011;30;3041
12170;329;12499
5893;161;6054
220;4;224
233;0;233
96;2;98
776;21;797
1904;30;1934
169;2;171
32;0;32
244;3;247
327;8;335
101;3;104
200;7;207
79;4;83
73;0;73
6271;149;6420
9292;162;9454
82;3;85
3130;27;3157
1311;15;1326
78;6;84
327;5;332
147;4;151
1283;24;1307
702;8;710
1928;14;1942
155;3;158
467;15;482
269;10;279
68;1;69
115;4;119
447;2;449
376;5;381
69;0;69
46;0;46
43;1;44
1203;186;1389
186;3;189
81;6;87
843;36;879
1974;43;2017
696;17;713
4387;79;4466
691;8;699
8844;166;9010
997;33;1030
440;8;448
44;1;45
73;1;74
232;30;262
482;11;493
1634;28;1662
601;10;611
295;5;300
18;2;20
69;4;73
381;17;398
188;5;193
866;15;881
1303;28;1331
6271;105;6376
1259;26;1285
675;17;692
145;1;146
1955;25;1980
2938;37;2975
4008;142;4150
319;10;329
290;6;296
241;6;247
2081;49;2130
96;1;97
1224;19;1243
421;11;432
3169;57;3226
557;7;564
242;4;246
199;1;200
66;0;66
135;3;138
1510;15;1525
1013;35;1048
2155;42;2197
65;3;68
2886;69;2955
182;5;187
160;5;165
287;5;292
1543;42;1585
317;5;322
77;1;78
372;13;385
1336;32;1368
9050;112;9162
267;1;268
1654;55;1709
759;13;772
614;8;622
3255;83;3338
311;9;320
280;3;283
36;1;37
9359;253;9612
73;1;74
2828;23;2851
91;1;92
83;0;83
437;11;448
2139;42;2181
3777;82;3859
127;3;130
131;1;132
291;7;298
3160;34;3194
451;10;461
197;6;203
92;0;92
48;0;48
229;2;231
339;5;344
1181;21;1202
35;1;36
110;2;112
384;5;389
956;46;1002
490;8;498
469;9;478
206;5;211
138;1;139
956;41;997
125;8;133
66;2;68
351;13;364
2414;44;2458
187;12;199
93;0;93
214;1;215
317;10;327
208;2;210
506;11;517
307;12;319
217;4;221
89;3;92
1301;23;1324
25;2;27
628;12;640
92;1;93
781;23;804
490;6;496
291;9;300
6054;103;6157
173;0;173
61;0;61
766;12;778
2623;36;2659
1104;14;1118
167;4;171
37;0;37
905;18;923
81;1;82
5166;93;5259
224;11;235
88;0;88
54;0;54
1758;53;1811
1839;46;1885
305;2;307
3576;101;3677
70;2;72
503;7;510
516;5;521
203;5;208
217;5;222
3088;66;3154
470;11;481
654;21;675
76;5;81
242;13;255
42;2;44
143;1;144
423;15;438
459;7;466
179;2;181
1009;13;1022
3111;68;3179
104;3;107
711;9;720
82;2;84
178;2;180
507;8;515
2530;59;2589
112;1;113
1304;26;1330
1769;36;1805
201;4;205
214;6;220
129;0;129
387;12;399
4111;78;4189
2751;33;2784
453;31;484
78;4;82
167;5;172
129;3;132
24797;564;25361
3928;64;3992
56;1;57
96;1;97
2912;64;2976
90;0;90
393;6;399
906;32;938
767;133;900
101;4;105
114;3;117
814;11;825
1239;29;1268
88;3;91
2352;54;2406
4544;89;4633
947;22;969
267;8;275
509;12;521
80;2;82
82;2;84
585;7;592
8578;255;8833
938;33;971
173;4;177
2840;37;2877
4318;69;4387
93;0;93
306;3;309
19402;411;19813
442;7;449
854;11;865
941;15;956
53;2;55
2307;38;2345
596;14;610
61;1;62
38;4;42
9812;124;9936
80;4;84
935;14;949
412;10;422
85;4;89
720;15;735
71;1;72
148;2;150
552;9;561
291;5;296
139;4;143
5896;118;6014
14600;317;14917
35;1;36
472;25;497
139;4;143
545;13;558
9637;297;9934
56;0;56
137;2;139
3578;86;3664
2611;56;2667
51;1;52
794;13;807
4757;54;4811
756;19;775
4212;68;4280
289;3;292
1931;41;1972
247;4;251
323;9;332
19;0;19
809;22;831
6217;50;6267
233;8;241
137;3;140
64;3;67
383;8;391
240;6;246
434;1;435
239;4;243
1410;27;1437
919;21;940
42;0;42
1266;34;1300
60;1;61
2174;66;2240
2093;46;2139
213;4;217
11773;564;12337
2522;65;2587
116;2;118
1373;22;1395
228;5;233
11017;138;11155
395;12;407
6383;68;6451
413;11;424
552;5;557
132;6;138
178;1;179
1293;13;1306
258;13;271
2221;46;2267
37;0;37
9521;183;9704
555;19;574
436;7;443
361;9;370
997;11;1008
223;16;239
318;6;324
12696;229;12925
1622;25;1647
34;0;34
155;1;156
141;0;141
234;8;242
892;27;919
392;6;398
59;2;61
436;9;445
1791;16;1807
2325;61;2386
576;15;591
200;8;208
122;3;125
339;8;347
59;2;61
1763;106;1869
129;2;131
588;14;602
8474;194;8668
150;3;153
123;4;127
112;2;114
249;5;254
78;0;78
93;0;93
2297;51;2348
208;0;208
682;17;699
252;8;260
180;5;185
220;4;224
62;3;65
320;8;328
3284;73;3357
210;3;213
